row ID	1.mzML Peak area	100.mzML Peak area	101.mzML Peak area	102.mzML Peak area	103.mzML Peak area	104.mzML Peak area	105.mzML Peak area	106.mzML Peak area	15.mzML Peak area	16.mzML Peak area	17.mzML Peak area	18.mzML Peak area	19.mzML Peak area	2.mzML Peak area	20.mzML Peak area	21.mzML Peak area	22.mzML Peak area	3.mzML Peak area	4.mzML Peak area	5.mzML Peak area	6.mzML Peak area	7.mzML Peak area	8.mzML Peak area	80.mzML Peak area	81.mzML Peak area	82.mzML Peak area	83.mzML Peak area	84.mzML Peak area	85.mzML Peak area	86.mzML Peak area	87.mzML Peak area	88.mzML Peak area	89.mzML Peak area	96.mzML Peak area	97.mzML Peak area	98.mzML Peak area	99.mzML Peak area
2228	3483.117213	6122.901265	5060.335175	8117.323819	10833.07908	3323.21887	3596.11905	4897.085859	4854.475812	5524.252796	19356.46694	7615.979509	2813.531596	44250.4361	4420.13807	9428.85132	13101.38373	9612.453618	7698.122652	3598.024263	3948.121268	9527.299522	3602.331189	13964.9347	18042.24273	9920.166222	3536.955586	9027.939725	4598.007716	5042.258143	17268.34649	4211.56759	4715.953196	2031.401917	11404.06745	9364.411606	8085.814443
2229	50340.64452	25772.51858	60477.80411	7386.108529	6101.486135	9801.37198	6789.50366	5471.271274	56140.51924	7663.082538	22019.555	22001.06444	27115.0635	22785.59915	33392.10768	17753.68628	20806.03747	66190.59112	35473.22139	12126.03679	6124.86743	3662.323535	5650.374582	28337.78738	38971.50398	24729.6418	16731.63508	91604.24318	15715.71501	7045.377511	30743.71203	12374.12635	40010.39792	19769.66361	10903.61961	12177.8537	20657.0345
2230	0	9486.954667	0	0	0	0	0	384.0390758	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6317.0083	0	0	0	0	0	0	736.2303053	1829.94425	1818.391782	0	0	0
2231	16649.98301	8276.896697	2163.666421	0	1286.630775	781.8791512	14865.15765	0	4260.731852	4803.252077	33340.81188	27376.76883	13454.05384	100774.5205	3996.267473	4396.409842	4589.464295	43880.32827	12447.60968	0	100030.8788	98546.19066	39407.95899	14059.51008	98329.02813	0	25412.05209	19824.34126	3630.935862	0	89024.25251	3601.126968	15751.31988	1251.077253	35320.30518	0	0
2232	3131.336496	80757.40784	16520.68151	4461.199621	36870.51697	10805.43262	13820.44086	9112.161821	16173.65015	6727.658709	49189.25963	32923.43558	3261.319887	5003.945552	12810.97328	5228.167839	9720.253336	4492.421597	2786.897069	1983.312343	11393.87782	1033.342466	3487.82706	442774.4357	881673.176	24333.87516	36305.36952	85533.28166	52238.56447	31980.1979	166894.1174	22645.38316	85813.57116	149310.3526	1272274.1	121159.0702	41486.01443
2233	4816.970294	6175.528714	3489.550518	3766.284898	1489.754341	4783.877367	2237.763522	5483.470843	3448.0707	1517.211379	1984.616997	1743.895218	2114.879188	49540.1609	4809.944161	1348.231751	1763.259399	24857.5825	3624.853629	2034.648258	1968.817973	4879.55342	1927.249209	10273.98693	3209.30952	5943.368844	1724.928852	2215.115563	4662.95211	4262.34367	2004.867209	4068.978051	4744.385924	2792.985216	2276.93647	3475.94344	1450.268665
2234	201275.2449	174349.0544	74341.24088	195495.4457	116454.169	27962.04325	253941.4467	116099.5742	945237.2261	549272.7229	5042628.043	1512164.537	179289.3375	328694.3176	1134449.871	508664.6699	1031506.245	1040193.917	487109.0616	168892.8511	170328.2651	134182.9881	763554.8561	647396.675	4047567.461	247087.0353	91865.86103	689189.0516	125852.4502	471520.2647	910441.2726	161076.3032	1548216.618	415131.6673	1022240.734	265267.9743	110737.6726
2235	319250.1211	102214.7228	112337.3524	32198.98189	90342.57183	6222.940114	56139.59202	6772.671568	21682.95216	6610.738655	37631.47754	95049.17468	18620.35749	976199.0445	72616.28273	21763.72839	23066.53383	2310503.744	509262.0875	268252.674	109042.976	226624.1293	84838.62433	80904.37901	273623.6142	55774.98346	55903.94645	113419.4247	67542.96502	61243.9785	61533.26778	108581.7235	109003.5921	7397.783797	72862.55255	40639.26994	88078.14973
2236	171564.8647	165827.1019	124302.6915	53775.57537	75751.50133	5604.865051	58604.90387	7431.2777	45333.16105	7734.176977	102566.8415	91205.66898	25868.30844	4450626.571	80863.81915	17171.67185	101268.4961	2270721.348	178750.1588	288929.8402	90229.13672	264899.4315	36495.3195	69087.58218	211754.9281	72771.48442	44546.9178	135740.0471	80143.40701	48917.78252	43743.10772	67572.26301	194281.6791	2963.032488	118722.4952	16634.84895	54554.90024
2237	85169.01221	7139.477929	8171.658543	18168.06869	14280.12668	3828.477357	11519.86294	3212.693224	15445.48526	7572.098414	82985.96169	52345.05196	32001.13791	457225.4783	70393.58768	55630.68166	79924.45783	377668.8578	50945.27126	38203.12109	141842.5206	71727.127	76749.07564	17501.01983	94327.71987	12047.35212	40371.23954	12020.78311	4801.396847	6946.640152	70645.64074	16923.73051	14920.28537	3070.481775	12907.63229	3827.882298	3764.526695
2238	763.9900729	1801.903201	873.4357278	708.5892554	525.4781595	568.9720271	0	485.1340463	637.6532264	0	747.745583	5490.419844	1046.128872	1476.203592	2978.461595	619.5669779	763.6795118	1764.068526	2097.363379	0	916.6974951	778.2015065	624.778022	1204.405825	1799.58436	0	893.7555313	976.6766681	0	804.8194031	990.0530403	511.5118118	754.0924919	736.4388777	2534.813454	978.8357895	1565.346606
2239	64675.37691	38104.12978	95227.58116	1829.48389	19317.93181	0	1445.99266	1259.493183	3104.617301	0	656.9440829	0	0	322941.1884	4566.020444	861.7877834	0	128692.6846	151507.1063	33359.99909	1019.095404	121024.6015	0	4621.121864	34919.31194	24142.07904	41523.30424	10613.20584	43231.35042	5042.035165	1331.516728	16389.44867	5788.851687	1126.575645	2212.114382	12245.00225	31845.9387
2240	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2241	182216.9219	170854.4334	119110.1558	115578.9018	92205.3716	74722.34078	232573.4618	111074.5529	300739.1732	357828.4373	569877.2889	628083.3078	357275.1327	76058.44309	904876.5457	280936.6639	563626.8938	146854.0097	110565.1229	172433.8138	103644.139	149552.8778	693887.0208	140300.8942	50619.30702	120408.9062	88679.75103	101391.2916	71506.01053	111981.9919	251305.6125	100460.259	142352.1228	105374.8316	260440.4097	275041.0032	97539.47508
2242	22794.83553	0	0	0	0	0	0	0	0	0	0	0	0	5136.282624	0	0	0	16211.98308	5993.182688	0	0	928.4933133	0	0	0	0	0	0	0	0	0	1010.855266	0	0	0	0	0
2243	3837.351608	1000.7532	0	773.106465	0	0	0	798.5609753	14268.25109	3263.566364	49374.78872	24438.05672	1527.16145	5116.760395	23579.16127	0	0	20364.91032	2773.441871	1305.190635	10241.4017	3647.601202	10044.83882	20291.90347	14015.43173	7077.455932	1725.128981	3790.818348	682.3792718	0	10118.39352	0	11425.50512	0	12500.26526	0	686.746441
2244	1617.912149	0	904.6174544	0	0	0	1934.113217	0	0	0	0	0	0	1710.474154	1131.290447	0	917.6918417	2990.736185	19055.01514	0	0	0	0	0	0	0	0	0	0	0	2130.607431	0	0	0	0	0	0
2245	286947.6805	978065.7905	320933.2121	697330.0004	275030.3155	196096.5076	873388.609	293794.6452	1465304.679	1002632.149	1588831.79	1096666.214	613988.7478	470843.8041	1552936.076	906671.1402	1457391.668	246533.3119	120128.9219	374153.9129	138295.1013	201428.1872	1136575.229	1295567.373	2311467.013	1285852.449	1001827.535	1077855.979	255889.8295	707747.9887	8202969.969	343717.6033	701471.3516	805705.7972	4647603.045	596479.9082	305180.8672
2246	163932.5783	118530.1806	245403.9933	178246.3369	361415.5683	146878.5446	407208.2989	281210.2291	103362.8064	153317.7948	101463.5898	171886.1689	94399.1605	150116.2298	158485.7173	170914.2638	207862.6178	128125.6807	124220.9615	63000.03558	123710.243	136559.7923	100056.251	347984.1432	307453.2589	272592.5292	307838.4829	236422.9823	407170.5179	497969.5782	337025.6736	211889.0658	300466.2566	147876.5784	408574.8033	256343.9953	145787.6834
2247	19364.42731	64706.50398	28282.73698	55116.68758	13440.51296	19702.18676	49110.64132	33567.26264	88647.10375	38907.07827	149104.2785	118969.9356	51477.49448	8683.146029	73611.27493	108136.442	66877.02288	71229.17802	68366.47886	15402.4669	58179.28751	53301.32757	233206.885	15099.64968	21507.31228	22891.99025	20465.04923	39013.98924	5018.241614	47913.93158	99028.63593	44547.5155	57740.20609	7763.980688	53880.06442	41428.15306	31426.61559
2248	0	0	0	0	0	0	0	664.0714595	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2249	1048.832276	0	4957.069905	875.0431004	0	1610.105655	1531.770521	956.6324931	0	0	0	0	0	4803.110289	980.6534579	0	1546.48279	0	24222.20999	0	857.0091844	0	0	0	0	3099.235327	0	0	9289.136721	2510.813772	0	825.7248975	2130.386609	17604.01353	0	9366.228653	10061.73807
2250	0	0	0	0	574.4149468	0	0	0	0	13611.48186	2831.693387	0	0	1014.737313	0	0	2602.74856	0	0	0	1096.540043	2664.954274	0	0	0	1568.394208	0	3085.909905	1763.974588	1021.928478	1437.796224	0	0	0	0	0	0
2251	4110.235387	45673.10655	15991.46692	14512.12996	31621.31237	8761.413361	18915.26389	7542.127764	23288.17136	16530.29331	18232.70278	12532.00294	17691.28449	9960.664639	8861.829879	11492.81822	3279.303677	10475.12425	5911.201914	11435.92343	11621.62763	15830.88138	31143.93753	141724.3967	28805.77232	71587.12713	18009.32475	19791.07721	49798.37118	10715.62512	31036.05166	12810.02416	13398.66552	11669.32662	18941.39737	35464.10119	29124.98571
2252	307323.761	738555.3404	659654.2939	167482.0002	272972.2949	56714.65123	133698.2444	173510.1869	920913.7423	539662.3421	347508.2995	421151.1797	365709.2221	169398.8789	330876.6131	222175.2812	309398.2802	446769.0998	398943.4069	104636.8323	131100.186	220701.6901	393852.2095	1227706.996	446067.3007	1418865.851	582451.4613	685380.8575	575165.3425	306824.2719	406162.0305	148904.7324	320541.0034	675503.0818	646620.6398	592833.6881	1020826.194
2253	0	19785.07791	17626.8589	1492.55755	2992.149037	2287.867185	14572.60191	0	167804.606	149680.2423	316019.5481	396659.4231	560053.9172	0	337102.7658	25877.62405	460236.359	0	0	4737.155142	0	1628.490125	209926.4496	0	0	2281.447389	1263.665444	0	0	0	0	1264.430199	0	57388.94806	195277.9545	73872.00763	45145.69651
2254	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2255	9178.868239	22419.75372	5121.35672	5444.546345	4716.487885	2590.598817	5794.557861	2003.140963	19878.10673	5346.095549	62277.89766	42433.09911	10278.59118	3430.782524	19956.118	37384.78362	33008.88335	20109.52601	2123.451136	5273.346404	2601.052783	12970.02047	22289.85576	16956.62245	27471.50852	12711.02972	5707.669211	3593.309296	2012.623025	11145.04443	27659.71672	4599.393497	7757.297939	6018.724434	19231.12897	5194.822644	3020.790326
2256	25890.75467	47536.88301	24152.09006	37675.97985	14013.63652	29782.04518	35093.43225	25354.50735	87629.46494	42840.80662	152012.4569	59173.15208	29775.76039	9785.830516	100694.1128	57094.03954	153594.5034	8031.837495	15109.92123	13168.07912	26935.22509	28924.27718	179862.6082	60579.21517	78521.20779	36147.51326	29799.53299	43327.20393	23720.62353	18832.75267	116976.0174	20056.94713	52537.97538	21876.01006	83222.24301	21519.0928	20525.06505
2257	26219.17619	37565.18516	20246.17009	8038.311726	19208.5962	4387.678645	13170.7304	31737.74885	28084.9851	8695.516569	36208.96316	75135.44064	6931.77467	5768.464964	30207.73621	28259.37695	22428.30076	24116.91569	7485.963	14703.63847	17261.50252	13759.45026	36427.76876	28924.7607	23611.61308	33240.62441	15415.33318	15493.78016	16571.15759	8229.93977	23907.34492	14239.28546	38986.02026	14642.27708	17071.37933	17751.661	12275.29346
2258	1187.527153	2342.942427	2535.794656	1673.61412	828.2063017	1388.839765	1374.80618	695.247593	3733.460476	4216.088774	6979.118264	907.5746848	0	2350.422318	0	2310.043916	877.2043355	2447.021472	2290.495843	1120.491674	797.7900799	2831.832773	1969.51892	40859.42386	8733.559635	0	6214.731822	0	0	2154.229434	1477.593196	2143.447656	1413.922857	892.4499866	8390.718185	1384.870948	0
2259	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2260	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2261	7662.2438	1512.775731	1577.465624	1230.424529	1930.792206	1967.701757	1789.724801	2150.205742	3500.155624	6082.320961	5639.162718	5895.94728	5471.045096	4539.158691	5335.35576	5112.155975	4309.043559	3746.16632	3512.039202	1089.826892	3786.934466	994.8587164	12797.54233	7314.444353	3264.99283	4899.694121	3421.481731	5050.431877	733.2997207	1837.242953	5394.084459	1077.847587	12496.25565	3489.419613	15168.66547	2366.57595	1615.698018
2262	71143.62942	28183.82128	28242.64156	107530.4667	191285.0454	15231.56891	127117.4692	28564.66791	199192.5845	60968.82652	411780.6459	371055.7999	184515.8068	30464.88168	309077.9291	535667.6186	480813.449	86537.40177	24131.02064	56624.93777	76307.38213	153680.6668	419702.5552	69705.08474	28938.20195	44425.77559	72729.31221	17100.50654	20893.40887	107813.1841	353792.4976	53722.73063	91863.54503	57374.00747	25137.92137	17159.61548	9207.743142
2263	660637.7883	1549308.266	1283537.907	348457.7529	346899.1528	423348.1539	397877.35	295779.0506	1920254.606	770942.9293	1105137.835	1108869.632	1117943.085	322091.9151	1274342.612	693433.698	779076.8417	2164881.916	1021711.475	275619.9411	400905.3159	445941.5234	1053161.158	2911002.518	1037363.551	780518.207	655507.1606	1009730.656	520964.3327	771834.6419	1144841.845	412629.0547	706130.8437	742363.6676	1175961.927	1250744.077	1379908.546
2264	49519.01468	76253.55178	18270.35408	16135.59326	19524.64188	1934.90116	48562.43228	40297.049	116581.489	17602.82839	93217.27688	51525.51317	2956.940092	86097.81632	10372.97657	75844.11763	42500.1451	80146.66568	13654.13576	40661.8446	74206.53005	76358.87289	41132.04149	157830.2626	147135.5221	38301.00771	61004.01672	79924.11205	11289.54261	29525.46807	35185.50764	11330.89767	85998.13926	77802.97243	184220.5228	26926.4963	23275.58784
2265	38136.44543	80763.05317	50636.30373	80928.10193	58531.06632	31811.6536	66581.46417	84519.09566	163913.7053	141152.8131	354257.9659	280856.0614	130749.982	43823.30665	412744.0285	123254.1758	391516.7689	64255.5923	62803.52054	83048.47129	49415.85451	73534.34688	456857.163	67871.56423	36841.96225	91784.78999	49631.06082	66720.94049	32607.02767	90741.88422	181594.8627	58264.54848	84799.30781	47976.98947	122027.0094	139540.116	59984.56115
2266	0	0	0	3695.429603	0	0	0	0	0	8338.516607	11421.06197	9248.974139	8628.825645	0	12333.5596	3568.328405	57383.32563	0	0	770.3641041	0	0	36087.18033	0	0	0	0	1671.51506	0	0	0	0	0	0	0	0	0
2267	356125.5633	110107.0426	87308.39881	54412.62987	62991.26649	45653.39893	61601.03844	65788.74789	455658.0187	153220.3369	612849.084	202164.6958	335154.1915	138559.0228	236069.8388	201927.1802	261100.7089	494114.0228	187931.5192	161930.9286	327550.8566	261313.4585	439977.1283	174038.1354	164569.318	189063.1503	137913.8897	212912.0766	72542.99747	138556.6232	261878.0339	93857.27518	199623.0698	73220.69295	40341.5607	122937.4236	72030.29113
2268	1106.538319	0	0	0	1987.179289	0	688.691242	0	1746.351219	0	2636.424896	0	0	1580.137512	0	771.9065985	862.8997903	0	0	0	4071.13403	899.2779187	0	3829.914066	2696.080101	3224.467246	2239.515288	0	1250.931896	0	5124.656352	0	0	1042.488696	0	0	0
2269	19086.81225	71011.4965	72298.39893	13638.0964	32399.48435	4741.004159	1958.489724	9568.772039	4220.862254	11845.11937	11802.07655	28714.02936	31024.72392	6224.386639	12184.9188	14455.84124	18289.72528	76747.11203	34067.43422	0	8260.080773	13789.48221	27172.66669	7901.724414	18161.54105	24343.31418	63275.47267	39331.80977	33710.79122	33268.01401	6035.456073	14262.42222	25818.4186	56402.52753	4605.324576	9004.648865	81708.5913
2270	10892.38901	0	1632.412347	3380.453362	2704.609852	2056.384624	848.3505689	2610.547198	71293.81769	1031.512976	42383.68826	68928.70905	3997.299471	5515.318058	0	0	0	0	16455.38647	7771.039965	2437.687437	848.769891	3608.788305	0	0	6192.458443	0	29366.77824	10533.4608	10481.32917	3387.671418	5781.148828	28209.54406	6702.621678	2130.284069	0	0
2271	1.92e+09	1.45e+09	1.08e+09	1.24e+09	9.8e+08	7.67e+08	1.29e+09	8.96e+08	3e+09	2.02e+09	3.35e+09	2.97e+09	2.06e+09	1.22e+09	3.12e+09	2.12e+09	2.89e+09	1.97e+09	1.28e+09	1.45e+09	1.47e+09	1.45e+09	2.92e+09	1.49e+09	1.21e+09	1.15e+09	9.57e+08	1.29e+09	7.24e+08	1.29e+09	2.32e+09	9.94e+08	1.44e+09	1.22e+09	1.87e+09	1.36e+09	8.42e+08
2272	2013.610936	0	0	0	1310.466105	0	0	595.6071916	0	0	0	0	1576.231589	0	0	3053.908479	0	0	0	0	0	837.3666978	0	0	6038.196084	1995.272079	0	0	0	0	0	0	0	1761.332728	0	0	1016.886279
2273	46407.48802	294233.9997	227893.7686	132395.3781	157414.5417	172945.1711	190332.852	170315.0049	45425.2729	193107.6099	195621.7907	85256.91616	18862.06172	388670.0825	67189.46886	102893.0754	307548.4185	324181.6478	754955.7679	408315.722	32878.99288	45685.36365	105381.6093	368167.4318	1590001.244	280793.9026	317853.4419	632560.6412	442063.7532	287933.6256	200496.425	285826.0033	860182.7774	110197.2276	398797.1327	120481.4114	162272.0474
2274	119282.3708	131376.15	135655.8589	23743.80395	87096.42682	13020.71748	117881.471	88615.34136	278190.085	84961.65889	163837.0997	101125.6661	38281.11141	121656.8777	63567.58841	71607.70127	82336.53125	695697.0864	533756.5639	74330.2133	152513.6285	110585.164	103522.3332	301547.6476	549524.4654	306885.4044	238571.4744	425096.6901	341348.3666	121005.7809	284055.6329	32907.59279	170750.8403	113447.7671	54451.44014	18009.93167	73943.49946
2275	112781.5383	560419.959	409657.1364	173633.2369	85811.91174	231354.8872	335314.4734	237197.8903	108459.8365	149359.1236	435449.3172	42918.59248	73637.21874	661350.9417	124699.799	145569.8794	462117.9249	584818.162	956172.3024	811263.2148	93595.05715	34350.43165	127837.6554	601964.3391	2642832.895	330939.5092	598605.2138	1151776.955	947289.2073	451118.6713	347666.9234	487186.743	1439690.288	276601.8875	686768.2817	52886.48517	196585.817
2276	0	49221.7067	33916.40097	788.3506263	3637.926305	8837.256023	1064.219222	1325.374024	1759.230875	2522.180148	0	753.7754157	0	12801.49642	2313.018959	707.3893362	0	1562.670457	130893.5046	42862.07696	0	0	1720.314566	270730.0142	24716.65702	448845.4481	436580.0404	116877.8568	1140956.368	117011.4027	5870.563595	4714.559835	0	70035.48282	7397.539639	35005.34313	34910.12804
2277	41604.68811	522881.5223	306799.7099	31892.81449	87105.9379	135351.1016	147848.8275	114147.3126	40959.31043	29466.37558	199731.5625	53494.4304	4319.895819	470377.3566	85378.34842	68074.32392	201346.9774	307063.7603	1149854.003	568127.7811	18812.30828	8942.614752	68439.66513	339787.2984	1442222.849	227569.6314	339738.7114	895962.686	406128.728	283128.1257	178449.4646	270402.1554	1136704.5	251488.3754	538422.8552	103756.7598	135074.2322
2278	130953.5728	504418.7038	212298.4619	106100.4667	401620.427	231099.7511	374887.6851	145707.466	228143.6061	257716.5118	334787.4817	242817.5647	89101.93747	651946.1259	649489.2319	277600.8534	153216.6836	919727.7977	1357111.565	572875.177	230966.9793	239663.9736	636468.0632	1240092.883	563804.2553	6110442.474	663843.1171	4118038.756	2350903.967	749901.4578	1356193.785	456062.6367	1219714.865	203495.037	172923.4002	152577.8104	126034.1328
2279	13583.55736	159128.0088	68728.23787	4127.80152	10686.41463	5772.245944	25744.61829	9597.280378	12583.70723	43331.03665	96700.3188	32925.38162	6670.079482	109684.6118	43448.25403	33743.36176	95697.08678	166208.084	358221.9269	181117.5709	9940.748432	12344.75642	22029.5104	25197.58277	624053.5486	51738.27922	66460.40471	263158.1539	126872.1823	43705.04416	34319.21665	43915.32311	380243.9103	59245.94243	154928.8432	5016.829499	22817.45845
2280	396263.8625	538958.4822	518939.3664	472085.3113	706466.9914	252321.8658	464935.362	886787.407	778012.4844	460977.1325	782753.7798	596500.9995	74108.09657	319761.22	443816.4935	775259.0525	421540.3551	456632.8434	221880.6709	187656.3353	322310.1397	259090.1437	807669.9376	2181631.432	1759399.138	1057574.896	1484488.81	723777.9201	735454.9974	2894038.18	1663229.736	743620.073	858109.5067	1381633.117	1590562.336	455731.0825	557669.0647
2281	419067.2563	360768.3939	250753.0905	195151.4836	278793.8728	315498.7851	158292.6263	512650.4118	1088926.648	581599.3438	2428496.146	2400509.782	1871810.589	6703926.516	48070.2315	79521.5058	200560.6147	8110436.617	12300000	10800000	2157739.978	2645952.055	1327874.021	5999780.471	5518340.786	3306764.163	1493303.287	3668997.759	990373.4786	700030.3622	5403051.195	837277.3712	3347375.457	550922.1348	274646.0857	243507.3203	79129.38307
2282	65859.55946	86125.5683	123766.5548	55827.60438	102968.1093	33295.34064	117482.1224	15460.65684	810285.2766	29158.81154	487790.8217	298705.8787	5022.671369	206065.7407	5462.772218	49651.18654	83246.23469	1213269.049	116743.818	98412.55943	344449.5973	54184.31116	93380.23091	214387.758	401097.1218	65275.84889	113849.0368	157744.1915	87708.26376	295157.2331	218372.2279	52453.39637	135890.4566	126363.1683	270541.4888	58673.86096	73492.13311
2283	133056.287	237601.6637	331403.1179	154679.6574	111484.8607	70863.04155	101567.5043	135617.0043	680053.3724	133487.1328	581245.6012	300941.8383	92395.30926	82273.36732	129723.1158	349486.5645	304500.755	456674.6083	135760.4688	72175.50389	63133.63574	117212.8228	437510.4147	461444.3538	687736.6498	220987.6342	315690.3048	378701.1869	351924.1506	903371.7937	428418.463	115602.2818	394630.8633	313703.0428	224959.5265	206447.1649	157560.6246
