FeatureID	Compound_Name	mz	mtb_group	molecularFormula	adduct	most specific class	level 5	subclass	class	superclass	all classifications
1430	NA	429.1454881	unknown	NA	NA	NA	NA	NA	NA	NA	NA
1431	NA	429.2401914	unknown	NA	NA	NA	NA	NA	NA	NA	NA
1432	NA	437.2044623	unknown	NA	NA	NA	NA	NA	NA	NA	NA
1433	NA	439.1864774	unknown	NA	NA	NA	NA	NA	NA	NA	NA
1436	NA	441.3364695	bile acids	C16H14O5	[M + H]+	O-methylated flavonoids		O-methylated flavonoids	Flavonoids	Phenylpropanoids and polyketides	Organic compounds; Organoheterocyclic compounds; Ketones; Benzopyrans; Alkyl aryl ethers; Phenols; Anisoles; Chromones; Ethers; Phenylpropanoids and polyketides; Organooxygen compounds; Flavonoids; Flavans; Flavanones; Carbonyl compounds; Benzene and substituted derivatives; Phenol ethers; Benzenoids; O-methylated flavonoids; 4'-hydroxyflavonoids; Hydroxyflavonoids; 1-benzopyrans; Aryl ketones; Aryl alkyl ketones; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; Chemical entities
1437	NA	443.1619397	unknown	C22H18O6	[M + H]+	Linear diarylheptanoids		Linear diarylheptanoids	Diarylheptanoids	Phenylpropanoids and polyketides	Organic compounds; Organoheterocyclic compounds; Ketones; Benzopyrans; Alkyl aryl ethers; Phenols; Chromones; Ethers; Phenylpropanoids and polyketides; Organic acids and derivatives; Organooxygen compounds; Flavonoids; Flavans; Flavanones; Carbonyl compounds; Benzene and substituted derivatives; Benzenoids; Diarylheptanoids; Linear diarylheptanoids; 4'-hydroxyflavonoids; Hydroxyflavonoids; 5-hydroxyflavonoids; 7-hydroxyflavonoids; 1-benzopyrans; Aryl ketones; Aryl alkyl ketones; Vinylogous acids; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; 1-hydroxy-4-unsubstituted benzenoids; Chemical entities
1438	NA	447.3585335	unknown	C29H24O8	[M + H]+	3-hydroxyflavonoids	3-hydroxyflavonoids	Hydroxyflavonoids	Flavonoids	Phenylpropanoids and polyketides	Organic compounds; Organoheterocyclic compounds; Ketones; Benzopyrans; Alkyl aryl ethers; Alcohols and polyols; Phenols; Chromones; Stilbenes; Ethers; Phenylpropanoids and polyketides; Organic acids and derivatives; Organooxygen compounds; Flavonoids; Flavans; Lignans, neolignans and related compounds; Flavanones; Secondary alcohols; Carbonyl compounds; Benzene and substituted derivatives; Polyols; Benzenoids; 3-hydroxyflavonoids; 4'-hydroxyflavonoids; Hydroxyflavonoids; 5-hydroxyflavonoids; 7-hydroxyflavonoids; Flavan-3-ols; 2-arylbenzofuran flavonoids; 1-benzopyrans; Aryl ketones; Aryl alkyl ketones; Vinylogous acids; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Coumarans; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; 1-hydroxy-4-unsubstituted benzenoids; Chemical entities
1440	NA	457.1113333	unknown	NA	NA	NA	NA	NA	NA	NA	NA
1443	NA	459.1285518	unknown	C34H67NO4	[M + H]+	Ceramides		Ceramides	Sphingolipids	Lipids and lipid-like molecules	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Sphingolipids; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Fatty amides; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Ceramides; Secondary alcohols; Secondary carboxylic acid amides; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
1444	NA	459.223665	unknown	C14H21NO3	[M + H]+	Amino acids and derivatives	Amino acids and derivatives	Amino acids, peptides, and analogues	Carboxylic acids and derivatives	Organic acids and derivatives	Organic compounds; Amino acids, peptides, and analogues; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acids; Secondary alcohols; Carbonyl compounds; Benzene and substituted derivatives; Benzenoids; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
1445	NA	461.2106876	unknown	NA	NA	NA	NA	NA	NA	NA	NA
1447	NA	463.3053891	unknown	NA	NA	NA	NA	NA	NA	NA	NA
1448	NA	465.3688876	unknown	NA	NA	NA	NA	NA	NA	NA	NA
1449	NA	467.2504025	unknown	NA	NA	NA	NA	NA	NA	NA	NA
1450	NA	474.3579766	unknown	NA	NA	NA	NA	NA	NA	NA	NA
1452	NA	477.1459544	unknown	C25H42O4	[M + H]+	Dihydroxy bile acids, alcohols and derivatives	Hydroxy bile acids, alcohols and derivatives	Bile acids, alcohols and derivatives	Steroids and steroid derivatives	Lipids and lipid-like molecules	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Steroids and steroid derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Fatty acid esters; Dihydroxy bile acids, alcohols and derivatives; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acid esters; Cyclic alcohols and derivatives; Hydroxysteroids; Bile acids, alcohols and derivatives; Secondary alcohols; Carbonyl compounds; Hydroxy bile acids, alcohols and derivatives; 3-hydroxysteroids; 7-hydroxysteroids; Methyl esters; Fatty acid methyl esters; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities
1454	NA	481.3294805	unknown	NA	NA	NA	NA	NA	NA	NA	NA
1455	NA	484.2806851	amines	C24H43NO5	[M + H]+	Trihydroxy bile acids, alcohols and derivatives	Hydroxy bile acids, alcohols and derivatives	Bile acids, alcohols and derivatives	Steroids and steroid derivatives	Lipids and lipid-like molecules	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Steroids and steroid derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Carboxylic acid amides; Dihydroxy bile acids, alcohols and derivatives; Trihydroxy bile acids, alcohols and derivatives; Monocarboxylic acids and derivatives; Carboxylic acids; Cyclic alcohols and derivatives; Hydroxysteroids; Bile acids, alcohols and derivatives; Secondary alcohols; Carbonyl compounds; Hydroxy bile acids, alcohols and derivatives; N-acyl-alpha amino acids; 3-hydroxysteroids; 3-alpha-hydroxysteroids; 7-hydroxysteroids; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
1456	NA	486.2595801	amines	C39H57N5O7	[M + H]+	Oligopeptides	Peptides	Amino acids, peptides, and analogues	Carboxylic acids and derivatives	Organic acids and derivatives	Organic compounds; Organoheterocyclic compounds; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Macrolactams; Alcohols and polyols; Pyrrolidines; Phenylpropanoids and polyketides; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Peptides; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; N-acyl-alpha amino acids and derivatives; Secondary alcohols; Secondary carboxylic acid amides; Tertiary carboxylic acid amides; Carbonyl compounds; Alpha amino acid amides; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Valine and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Oligopeptides; Chemical entities
1458	NA	489.2344121	unknown	NA	NA	NA	NA	NA	NA	NA	NA
1459	NA	489.3204694	unknown	NA	NA	NA	NA	NA	NA	NA	NA
1460	NA	490.3528825	unknown	NA	NA	NA	NA	NA	NA	NA	NA
1461	NA	493.1409755	unknown	NA	NA	NA	NA	NA	NA	NA	NA
1462	NA	496.2445857	unknown	NA	NA	NA	NA	NA	NA	NA	NA
1463	NA	497.312661	unknown	C30H50O8	[M + H]+	Diterpene glycosides	Diterpene glycosides	Terpene glycosides	Prenol lipids	Lipids and lipid-like molecules	Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Ketones; Alcohols and polyols; Prenol lipids; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Monocarboxylic acids and derivatives; Carboxylic acids; Diterpenoids; Secondary alcohols; Tertiary alcohols; Diterpene glycosides; Carbonyl compounds; Polyols; Fatty Acyls; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities
1464	NA	501.3036578	unknown	NA	NA	NA	NA	NA	NA	NA	NA
1465	NA	501.4053514	unknown	NA	NA	NA	NA	NA	NA	NA	NA
1466	NA	502.2912978	amines	NA	NA	NA	NA	NA	NA	NA	NA
1467	NA	505.2948097	bile acids	NA	NA	NA	NA	NA	NA	NA	NA
1468	NA	506.3479299	unknown	NA	NA	NA	NA	NA	NA	NA	NA
1469	NA	512.2537354	unknown	NA	NA	NA	NA	NA	NA	NA	NA
1470	NA	512.3375521	unknown	NA	NA	NA	NA	NA	NA	NA	NA
1473	NA	536.4421006	unknown	NA	NA	NA	NA	NA	NA	NA	NA
1474	NA	537.2852825	unknown	NA	NA	NA	NA	NA	NA	NA	NA
1475	NA	537.3902128	unknown	NA	NA	NA	NA	NA	NA	NA	NA
1476	NA	545.3258691	bile acids	NA	NA	NA	NA	NA	NA	NA	NA
1477	NA	567.4043846	unknown	NA	NA	NA	NA	NA	NA	NA	NA
1478	NA	569.2826659	unknown	NA	NA	NA	NA	NA	NA	NA	NA
1479	NA	573.3575265	bile acids	C37H62O4	[M + H]+	Lineolic acids and derivatives		Lineolic acids and derivatives	Fatty Acyls	Lipids and lipid-like molecules	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Glycerolipids; Organic acids and derivatives; Carboxylic acids and derivatives; Primary alcohols; Organooxygen compounds; Fatty acid esters; Dicarboxylic acids and derivatives; Lineolic acids and derivatives; Carboxylic acid derivatives; Diacylglycerols; Carboxylic acid esters; 1,2-diacylglycerols; Carbonyl compounds; Diradylglycerols; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities
1480	NA	582.3214051	bile acids	NA	NA	NA	NA	NA	NA	NA	NA
1481	NA	590.3229233	amines	NA	NA	NA	NA	NA	NA	NA	NA
1482	NA	592.2852672	unknown	NA	NA	NA	NA	NA	NA	NA	NA
1484	NA	597.3564199	bile acids	NA	NA	NA	NA	NA	NA	NA	NA
1485	NA	599.373253	bile acids	NA	NA	NA	NA	NA	NA	NA	NA
1486	NA	600.3176033	unknown	C28H42N6O9	[M + H]+	Oligopeptides	Peptides	Amino acids, peptides, and analogues	Carboxylic acids and derivatives	Organic acids and derivatives	Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Phenethylamines; Amphetamines and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Peptides; Monoalkylamines; Carboxylic acid amides; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; N-acyl-alpha amino acids and derivatives; Carboxylic acids; Secondary carboxylic acid amides; Carbonyl compounds; Benzene and substituted derivatives; Alpha amino acid amides; Benzenoids; Amines; Primary amines; Fatty Acyls; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Amino acids; Phenylalanine and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Oligopeptides; Chemical entities
1487	NA	606.317215	amines	NA	NA	NA	NA	NA	NA	NA	NA
1488	NA	616.3992645	bile acids	NA	NA	NA	NA	NA	NA	NA	NA
1489	NA	620.3195275	unknown	NA	NA	NA	NA	NA	NA	NA	NA
1490	NA	628.2993268	unknown	NA	NA	NA	NA	NA	NA	NA	NA
1491	NA	647.509255	fatty acids & other lipids	NA	NA	NA	NA	NA	NA	NA	NA
1492	NA	651.302853	unknown	C37H69NO4	[M + H]+	Dicarboxylic acids and derivatives		Dicarboxylic acids and derivatives	Carboxylic acids and derivatives	Organic acids and derivatives	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Dicarboxylic acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; Carbonyl compounds; Amines; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
1493	NA	651.3027256	unknown	C36H62O7	[M + H]+	Diterpene glycosides	Diterpene glycosides	Terpene glycosides	Prenol lipids	Lipids and lipid-like molecules	Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Ethers; Prenol lipids; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Monocarboxylic acids and derivatives; Dialkyl ethers; Carboxylic acids; Diterpenoids; Secondary alcohols; Diterpene glycosides; Carbonyl compounds; Terpene glycosides; Fatty Acyls; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities
1495	NA	653.2821647	unknown	NA	NA	NA	NA	NA	NA	NA	NA
1496	NA	659.2692708	unknown	NA	NA	NA	NA	NA	NA	NA	NA
1497	NA	667.2977846	unknown	NA	NA	NA	NA	NA	NA	NA	NA
1498	NA	669.4912447	unknown	NA	NA	NA	NA	NA	NA	NA	NA
1499	NA	670.8573191	unknown	NA	NA	NA	NA	NA	NA	NA	NA
1500	NA	785.401348	unknown	NA	NA	NA	NA	NA	NA	NA	NA
1501	NA	844.4779028	unknown	NA	NA	NA	NA	NA	NA	NA	NA
1502	NA	871.3526316	unknown	NA	NA	NA	NA	NA	NA	NA	NA
1504	NA	926.7189548	unknown	NA	NA	NA	NA	NA	NA	NA	NA
1505	NA	948.7008831	unknown	NA	NA	NA	NA	NA	NA	NA	NA
1506	NA	1006.545857	unknown	NA	NA	NA	NA	NA	NA	NA	NA
1507	NA	158.0812799	unknown	C36H64O8	[M + H]+	Diterpene glycosides	Diterpene glycosides	Terpene glycosides	Prenol lipids	Lipids and lipid-like molecules	Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Ethers; Prenol lipids; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Unsaturated fatty acids; Monocarboxylic acids and derivatives; Carboxylic acids; Diterpenoids; Secondary alcohols; Diterpene glycosides; Carbonyl compounds; Terpene glycosides; Polyols; Very long-chain fatty acids; Fatty Acyls; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities
1508	NA	164.037702	unknown	NA	NA	NA	NA	NA	NA	NA	NA
1509	NA	165.0911542	unknown	NA	NA	NA	NA	NA	NA	NA	NA
1511	NA	176.070722	unknown	NA	NA	NA	NA	NA	NA	NA	NA
1512	NA	179.1430762	unknown	NA	NA	NA	NA	NA	NA	NA	NA
1513	NA	181.158682	unknown	NA	NA	NA	NA	NA	NA	NA	NA
1516	NA	187.0966257	unknown	NA	NA	NA	NA	NA	NA	NA	NA
1517	NA	192.1054732	unknown	C36H62O6	[M + H]+	Diterpene glycosides	Diterpene glycosides	Terpene glycosides	Prenol lipids	Lipids and lipid-like molecules	Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Ethers; Prenol lipids; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Monocarboxylic acids and derivatives; Dialkyl ethers; Carboxylic acids; Secondary alcohols; Diterpene glycosides; Carbonyl compounds; Terpene glycosides; Polyols; Fatty Acyls; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities
1518	NA	194.0787127	unknown	NA	NA	NA	NA	NA	NA	NA	NA
1519	NA	195.0990722	unknown	NA	NA	NA	NA	NA	NA	NA	NA
1520	NA	196.0605836	unknown	NA	NA	NA	NA	NA	NA	NA	NA
1521	NA	198.112589	fatty acids & other lipids	NA	NA	NA	NA	NA	NA	NA	NA
1522	NA	199.1077476	unknown	NA	NA	NA	NA	NA	NA	NA	NA
1524	NA	204.1232557	fatty acids & other lipids	NA	NA	NA	NA	NA	NA	NA	NA
1525	NA	207.0990894	unknown	NA	NA	NA	NA	NA	NA	NA	NA
1526	NA	210.0736963	unknown	NA	NA	NA	NA	NA	NA	NA	NA
1527	NA	211.0577578	unknown	C37H64O5	[M + H]+	1,2-diacylglycerols	Diacylglycerols	Diradylglycerols	Glycerolipids	Lipids and lipid-like molecules	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Glycerolipids; Organic acids and derivatives; Carboxylic acids and derivatives; Primary alcohols; Organooxygen compounds; Fatty acid esters; Dicarboxylic acids and derivatives; Carboxylic acid derivatives; Diacylglycerols; Carboxylic acid esters; 1,2-diacylglycerols; Carbonyl compounds; Diradylglycerols; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities
1528	NA	212.0893153	unknown	NA	NA	NA	NA	NA	NA	NA	NA
1529	NA	212.1281188	unknown	NA	NA	NA	NA	NA	NA	NA	NA
1530	NA	212.1283113	fatty acids & other lipids	NA	NA	NA	NA	NA	NA	NA	NA
1531	NA	213.1097392	unknown	NA	NA	NA	NA	NA	NA	NA	NA
1532	NA	214.1074763	fatty acids & other lipids	NA	NA	NA	NA	NA	NA	NA	NA
1533	NA	214.1075705	fatty acids & other lipids	NA	NA	NA	NA	NA	NA	NA	NA
1534	NA	214.1802129	unknown	NA	NA	NA	NA	NA	NA	NA	NA
1535	NA	216.0869757	unknown	NA	NA	NA	NA	NA	NA	NA	NA
1536	NA	216.1232808	fatty acids & other lipids	NA	NA	NA	NA	NA	NA	NA	NA
1537	NA	218.0427289	unknown	NA	NA	NA	NA	NA	NA	NA	NA
1538	NA	219.1229348	unknown	NA	NA	NA	NA	NA	NA	NA	NA
1539	NA	222.0985772	unknown	NA	NA	NA	NA	NA	NA	NA	NA
1540	NA	224.1281914	unknown	NA	NA	NA	NA	NA	NA	NA	NA
1541	NA	230.1025206	unknown	NA	NA	NA	NA	NA	NA	NA	NA
1542	NA	230.1389164	fatty acids & other lipids	NA	NA	NA	NA	NA	NA	NA	NA
1543	NA	232.0372538	unknown	NA	NA	NA	NA	NA	NA	NA	NA
1544	NA	232.1181518	fatty acids & other lipids	NA	NA	NA	NA	NA	NA	NA	NA
1545	NA	234.1338504	fatty acids & other lipids	NA	NA	NA	NA	NA	NA	NA	NA
1546	NA	236.0954736	unknown	NA	NA	NA	NA	NA	NA	NA	NA
1547	NA	236.1494344	unknown	NA	NA	NA	NA	NA	NA	NA	NA
1548	NA	237.1486086	unknown	NA	NA	NA	NA	NA	NA	NA	NA
1549	NA	238.10532	unknown	NA	NA	NA	NA	NA	NA	NA	NA
1550	NA	238.1053052	fatty acids & other lipids	NA	NA	NA	NA	NA	NA	NA	NA
1551	NA	240.0904806	unknown	NA	NA	NA	NA	NA	NA	NA	NA
1552	NA	240.1209724	unknown	NA	NA	NA	NA	NA	NA	NA	NA
1553	NA	241.1048288	unknown	NA	NA	NA	NA	NA	NA	NA	NA
1554	NA	242.1388537	unknown	NA	NA	NA	NA	NA	NA	NA	NA
1555	NA	244.0582584	unknown	C26H40O4	[M + H]+	Vitamin E compounds	Vitamin E compounds	Quinone and hydroquinone lipids	Prenol lipids	Lipids and lipid-like molecules	Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Benzopyrans; Alkyl aryl ethers; Ethers; Prenol lipids; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Quinone and hydroquinone lipids; Vitamin E compounds; Diterpenoids; Carbonyl compounds; Benzenoids; 1-benzopyrans; Fatty Acyls; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities
1556	NA	244.0616282	unknown	NA	NA	NA	NA	NA	NA	NA	NA
1557	NA	244.064104	unknown	C25H44N2O5	[M + H]+	Alpha amino acids and derivatives	Amino acids and derivatives	Amino acids, peptides, and analogues	Carboxylic acids and derivatives	Organic acids and derivatives	Organic compounds; Organoheterocyclic compounds; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; Secondary carboxylic acid amides; Carbonyl compounds; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
