FeatureID	13L.T1	13L.T13	13N.T1	13N.T13	14L.T1	14L.T13	14R.T1	14R.T13	15L.T1	15L.T13	16R.T1	16R.T13	17N.T1	17N.T13	17R.T1	17R.T13	18L.T1	18L.T13	18R.T13	20N.T1	20N.T13
3418	637207.6818	412997.3647	1895673.243	341909.8272	170502.6519	357566.6351	119927.6363	134839.5366	39778.59034	353388.4756	219994.6871	243379.3513	159111.9302	40801.89007	90799.40125	283744.1859	181293.4247	136422.5592	255068.3006	283488.477	107634.7141
3419	906754.0123	1211949.13	566790.5672	811309.6676	298068.6251	483968.1876	318517.565	479388.6292	706495.403	1554587.465	449751.9561	904378.342	167198.4396	112491.0598	300498.3028	76005.95396	193447.5285	161056.3996	180514.1812	577083.1774	119935.2517
3420	189153.0527	1154297.144	135951.8775	96309.0781	339375.6179	489503.374	499568.7211	133403.6914	563874.3717	177518.7715	5438.008823	80003.68792	93403.42324	32034.02204	789273.3836	29622.11074	36895.31316	6756.034465	66219.83537	270471.0753	19381.66227
3421	68042.73828	110745.0439	48429.25569	48268.24087	55768.08441	54107.93892	32824.41795	24742.73362	56979.72888	54546.36104	30834.4976	38096.481	69915.67152	27018.73428	191507.1197	32725.24736	41535.07724	14744.88142	45924.47458	171075.9283	26742.27891
3422	457705.5296	58583.26678	227021.4809	1276.077061	57492.93438	1150.527104	20336.97216	1484.199685	159673.3643	3414.923362	0	845.9014315	14067.28317	847.0617066	24727.40108	1227.554503	11343.64364	429.969429	38794.94375	328340.3038	29821.03897
3423	11647.00049	9133.057384	23782.92193	8787.381665	2909.512846	2253.031853	75582.40835	3378.756309	157334.8398	0	0	0	58200.5365	19617.50591	135957.643	7738.361153	5699.754896	693.0178134	19559.95459	58276.22335	4291.004962
3424	100136.4385	403841.4654	181688.2345	141733.463	91918.35522	215421.2886	99931.8436	93104.96969	42503.06729	235583.5945	56931.40871	116275.3822	116886.777	154085.4153	347062.8231	170488.3799	138722.9697	112357.6197	163035.7412	122561.3701	69607.29518
3425	195367.5661	481884.1047	282867.7165	223929.7104	189341.0858	309669.9519	131136.406	240311.4441	133050.9854	406659.9642	132400.6146	359323.8414	221233.7728	159470.9908	422481.3933	225914.7837	189673.7494	165677.2085	366045.4249	312296.9948	260155.3506
3426	0	0	0	0	1795.73394	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3427	132152.886	1529214.498	532496.8935	515387.0131	313855.007	622742.023	269265.9712	292363.5271	396422.9775	838262.2907	174049.7837	349305.7648	407135.5926	342378.1108	2174938.561	355862.8694	354923.9573	252431.3622	659252.7954	782525.8219	279822.352
3428	264777.8583	354630.8764	234498.4617	143306.1256	118477.8847	117515.3821	110747.6609	66409.84506	225414.6748	233469.6893	166984.6857	62126.22665	75837.19471	19026.29296	267865.4808	21370.7422	36123.93033	45486.95986	40288.67077	358596.0309	57870.79388
3429	120770.0914	109103.578	257629.8502	288451.4914	288488.6968	118638.6676	353354.3079	2333230.875	97320.46228	490991.4751	1505562.659	126611.6995	72869.17594	271701.2121	167865.4961	364564.9961	224961.7555	22715.32309	64358.85735	73274.56709	192911.4827
3430	3688596.088	1803953.985	2502243.563	780189.4171	2836545.502	1431733.2	1776137.787	687549.801	3061698.281	1550206.276	989994.9344	531700.9394	2489721.404	996383.991	4083099.999	1238183.355	1557625.658	633796.9933	3310428.233	2998690.814	826875.9806
3431	43491.05537	64830.18396	39738.45793	25691.37472	30132.00024	25176.84752	14360.16041	21419.2467	17758.34734	24890.1247	7807.593684	26375.92948	32596.46293	23224.49865	217985.6439	20073.3157	32229.00163	7738.748453	46406.59757	71778.35853	14569.79281
3432	200202.5367	205927.4982	505776.4998	123015.1074	133056.1788	96301.15225	53298.34516	261513.4858	89769.00457	114366.4041	186621.4129	307209.3553	43466.48781	31941.53058	483878.741	81361.08677	148800.5499	10311.13481	153396.0084	94007.41781	36231.25877
3433	3009.191612	184457.4746	42317.8854	20969.54665	5888.027662	0	2968.554844	1610.704526	9869.449062	0	0	616.4851338	866.701568	422.1799337	19819.17067	448.9545801	438.9207728	0	0	1455.903996	0
3434	786713.5845	775697.48	107926.4633	114843.6899	94181.88337	105927.2052	127077.0702	85047.4374	394806.6471	375493.2033	88608.32071	286390.8561	319416.9865	286212.4339	784021.7276	269833.2217	107439.1686	104916.8535	275713.7091	315265.464	145671.0796
3435	206292.7422	505942.4681	119475.4236	53737.42864	99955.49984	1312.643679	2330.650235	2974.368342	8911.815413	6936.947808	6121.159503	0	1256.794725	408.2107012	30765.15924	0	1227.992546	590.9149348	0	5205.112543	0
3436	96033.7576	317725.9987	124142.7863	173152.591	161617.8971	350000.9124	108104.3728	396052.6082	158116.2567	179364.9003	466459.8018	121894.6293	84127.67584	203425.3175	173977.8173	87267.1093	79514.28734	64902.23976	118503.496	119320.3679	84625.42684
3437	112966.0931	166760.4623	188067.2283	114891.1272	134674.398	169242.9537	119764.1557	129737.1758	180621.6162	189342.3856	61837.54478	125329.5796	76281.92552	82981.59817	208888.8183	87850.41651	156383.9414	99343.82594	248646.0136	270438.9812	159742.7093
3438	232552.4	569977.3789	355341.7259	337997.1938	231349.0613	357466.41	222019.7048	660362.8005	289897.4644	456348.2197	1710002.058	252887.4776	335994.2528	946713.2918	522633.4964	372174.2428	300475.237	220234.0445	389865.4533	510230.2211	258675.8011
3439	164173.8506	694272.9673	341511.8998	176397.4304	314283.744	398965.6142	299236.8752	621253.9765	313722.7628	554423.2448	1830056.315	287354.7445	386168.1853	1034019.433	597560.9229	399684.2349	197098.1281	287086.0908	382415.7197	336557.6153	207432.9834
3440	70658.04166	156932.742	67173.31813	38833.87652	58763.11619	65819.4815	30952.44577	21111.50156	37553.2642	36272.15623	28815.20706	39082.34095	52039.51207	24019.26914	249119.1058	26418.23475	53253.91076	15681.51569	67206.03496	116524.5087	7177.027657
3441	87543.42662	553485.7082	293869.4627	2780.317469	21010.1944	1434.31677	1383.08881	0	0	0	1427.329178	0	0	0	84715.43979	0	0	0	0	0	0
3442	203593.2775	171802.6334	126099.3445	160697.0705	69663.02667	259139.7335	97291.09212	393606.6421	69836.78056	173166.0693	489659.3113	186343.485	57369.85136	375991.0643	81069.45119	119205.6408	40669.42153	55456.2466	111315.2185	40210.64962	55067.43789
3443	149306.8948	863252.1713	250287.0959	201909.7934	62179.6184	2961.331138	18204.68477	4002.017652	26895.14293	0	16808.91845	0	0	8358.485587	20530.68149	0	5718.034477	0	0	8852.896717	0
3444	462904.5986	164783.9735	150642.1575	96050.90758	248594.9645	78286.38386	170145.5291	81427.11175	263145.1094	157482.3285	77990.06436	32551.56334	15924.29986	12093.77177	48598.19297	27228.28801	25166.30515	15378.57253	12182.83038	20821.62104	13802.7045
3445	38431.55002	3523.070534	11909.70439	15556.84657	39436.76246	4331.057757	165656.2975	25823.40536	59850.59114	247571.266	306952.198	63005.04074	1175.359061	3527.170983	4553.097651	8785.808597	23643.89812	919.3862279	16689.13403	38998.00613	5924.92647
3446	197184.0413	193423.6412	156036.2979	116995.907	273453.471	88701.77529	196572.7271	120735.3582	221456.358	217296.8114	62763.91062	55953.69117	71859.63852	40873.58536	114452.6196	24249.73969	119965.5547	82570.60745	197997.6166	57613.76736	52575.89006
3447	1898494.761	2225825.407	1323506.142	1131469.866	1193934.347	2234114.259	1558308.063	932643.7827	6265546.065	2334371.194	904980.2104	1117959.717	879470.2377	1079799.479	10700000	1044794.412	939766.697	847430.8525	1331831.303	3252134.685	780563.8213
3448	349939.1691	78652.98293	341268.7826	312135.852	394927.1166	207210.8233	519268.5205	144369.3984	132760.822	60012.74777	285013.0428	38985.01502	50579.53002	4710.069729	247930.7076	71286.18791	253219.8748	111749.541	9607.613826	455406.3568	16499.94039
3449	176580.6965	277507.4778	162022.77	160555.7356	103290.9726	80887.57491	68323.12455	90674.10718	102754.8389	82284.42489	67845.51026	62020.32845	79064.30388	83650.04379	123795.4546	73292.60438	76990.55031	70468.87287	103630.5199	104888.9486	58106.59653
3450	195570.992	33241.73812	16469.02876	34782.59402	40695.20982	13131.09443	44746.40524	28427.87342	23473.70026	43700.98727	30120.30073	20687.75254	10568.44146	0	1480.102294	1985.186134	5107.659736	0	16779.96979	8871.483056	0
3451	1183335.556	28411.49575	136077.9612	18740.72374	158260.0799	7022.148316	104863.5148	9109.289258	129370.2359	37421.0164	74045.03465	7361.88777	114475.1655	7135.240096	281116.375	33564.80647	19359.3537	3624.300656	120533.0569	145057.6671	8540.277947
3452	96492.81597	9283.881667	103483.1116	396244.2071	98816.00397	158001.8376	267200.4377	181395.2593	155263.7869	85654.5467	254318.2766	147619.336	81134.72084	7821.496565	113625.5828	141809.6481	372907.5205	128680.2954	8881.717044	106654.3268	3781.887492
3453	135187.2317	28750.80797	150590.8611	44481.37393	559068.1574	104898.4365	493208.1237	74178.38542	843842.9141	73698.74962	225260.6021	131827.9727	101587.2408	16073.09405	235967.7585	255410.5305	485818.2527	217018.1243	66554.9044	793446.1708	36008.27734
3454	13911.04946	49671.09396	25550.75664	24100.64435	56236.14481	34488.50024	21814.07312	33600.07322	24651.34925	29839.40261	15446.63638	12852.77095	11393.32656	18064.68599	39446.79176	25232.80387	18878.11525	18916.10211	38495.00136	26177.39778	29238.74888
3455	535045.1065	19852.92837	139060.1641	363283.4668	1007547.742	409430.3214	402995.9926	323094.6357	1163424.181	107896.2844	212744.052	196625.677	330737.4419	13446.13115	158340.9125	190622.4767	175187.1144	219814.1645	19347.77644	373995.1849	125943.5268
3456	532836.8214	18980.9112	689127.2345	778867.5249	561037.9423	202595.9644	539396.0176	545148.3967	333784.4601	38125.88497	427932.5867	77122.90222	12178.51086	0	89212.02775	75628.82532	209608.0039	52944.20842	1394.601876	287709.9814	17927.04437
3457	386198.297	4459.830404	482973.654	6319.141038	351049.2621	29998.58514	524671.6913	27246.36668	657270.0411	55802.07817	244716.3826	68044.76642	216886.226	773.2131517	602372.3666	285308.5609	394862.0434	51709.22626	85960.2318	1492828.075	80777.35938
3458	697364.2455	23492.61236	3436644.77	35065.64423	597452.8369	27818.54552	459950.7346	28295.7474	2379133.2	11533.03777	711746.9669	11854.14769	20626.63721	12015.67265	1032271.465	201095.8644	161766.3976	23049.91263	18340.49609	87089.01408	23161.44039
3459	36372.64417	2526.828686	15743.76719	41227.84018	44486.54032	25603.80121	128465.7024	37814.5007	105273.4448	130160.1888	149360.124	39518.24416	45080.3483	47906.30392	30552.58057	69935.44008	94278.2101	54896.52979	132686.6061	266982.1856	125291.8664
3460	38849.08057	5162.046794	348336.5551	29694.2067	16260.60849	85065.72066	23846.84662	49564.69935	11276.52569	2370.317097	149537.3225	66929.69851	435207.2803	27792.7259	6157.281439	389256.8346	419263.6213	277418.7795	45099.28664	515596.4308	96000.89316
3461	40188.82911	34568.43767	14042.55296	309990.7563	158951.0791	941864.6786	654572.4062	419499.9899	423711.7472	47414.16428	355397.0822	519183.8049	153664.8774	58902.42049	3720.732743	186914.4233	448862.6121	367395.4469	50629.342	402514.806	218165.377
3462	382457.8499	30757.59867	1079712.895	542302.769	485001.1327	157292.4974	1486560.513	54123.21694	1010962.698	9857.023474	901588.1782	16731.0707	1367.829345	0	39877.82938	78511.60367	372635.9255	124586.526	0	536757.8793	4082.143618
3463	189874.9122	15507.50769	5103.839678	839696.9406	538847.0967	1229786.74	1344267.016	465273.2441	1615997.695	140967.8904	123492.3927	713270.4599	326727.8314	66229.28187	1485.463921	221047.7998	504340.5479	564001.5402	102547.7814	365008.0449	111840.1882
3464	297859.7668	351663.9362	308871.2015	250900.0289	206473.9883	328985.3418	282177.0981	229230.1642	294046.3201	244994.2366	306566.0555	343944.5869	403075.2287	264861.4666	297925.2718	307019.7469	259922.1972	204030.9905	301748.8768	256186.8802	294811.5716
3465	55914.2548	133323.2139	41632.65998	76859.76191	28369.9633	15299.92541	48406.42292	21908.0643	77007.06857	73702.0911	77678.46058	46680.32685	53099.64092	17837.84548	65872.17474	12291.5172	51759.94359	24688.94747	32507.61856	50146.3842	18753.56952
3466	3092.511884	1099.016259	1482.101934	1016.529219	2099.05965	2802.66452	3615.540609	0	1193.222333	14342.79434	0	1458.940944	1773.787026	477.4674854	2240.964101	721.5454151	0	3609.940406	2714.883217	0	467.2324048
3467	35008.5333	0	0	0	88861.74999	8967.499685	94905.54283	3077.444898	106154.4234	0	0	0	1393.661847	0	4496.50852	0	0	0	0	0	0
3468	133699.7055	15775.29161	145209.2525	1888.946557	81949.68108	5357.17805	4662.539164	0	155273.9735	12365.18346	5386.058605	2578.444241	16289.83421	6202.309725	459372.8454	3178.36131	3350.474992	739.7928	35824.63768	2257.378581	0
3469	21211.71589	35736.76432	42785.01461	26904.24813	33755.15364	76276.81183	73282.67217	90047.33733	22316.98122	49414.27674	12115.96665	72485.36813	23458.59009	0	0	23815.35765	3326.796858	7834.866127	0	34107.86088	13657.976
3470	30376.64895	26760.8494	12919.82464	43110.62154	15030.86325	24277.08317	26562.74935	73076.46659	15638.06712	69046.54	32909.03671	84809.42904	72555.50554	41789.85361	9820.519371	70138.9573	115843.9932	58169.2892	22421.99922	110363.7856	92861.76738
3471	0	0	0	0	0	0	0	2570.469746	0	0	0	2743.434424	0	0	3026.872968	0	0	0	0	0	0
3472	4535.368866	722.8245468	1003.742193	4637.970796	3265.160864	1042.322121	5196.733322	2837.751741	2232.548357	2810.046587	5276.923657	2670.681404	1318.650627	2223.791354	2448.87772	1708.917055	805.0808238	1708.440229	817.2313767	1641.14499	1083.888015
3473	0	400.2161027	715.4775474	0	0	0	0	0	0	0	1871.252939	0	0	0	0	0	0	376.4109756	0	0	263.7101711
3474	7982.02709	12050.86461	33245.26314	297934.2514	29741.33933	124023.3003	28897.92601	184815.9077	11427.00341	886081.6285	139096.8034	300110.7137	21635.93735	16791.5104	3936.194301	15350.98421	32423.6969	48254.87358	4811.24198	14952.89316	54127.50938
3475	15500.3915	13782.88708	8611.798218	47943.9605	13113.15658	12958.89247	5828.513528	59237.08617	2104.097004	77259.68194	51885.75809	17119.72575	10065.25106	11722.35276	3251.774691	8942.407256	13371.53634	8765.667504	8232.39417	11880.68571	7586.111048
3476	120012.2989	108383.6572	50889.27106	216959.9143	25346.79489	120794.2378	104389.0375	281968.5579	82661.86875	575961.1274	286885.3105	272615.9084	42631.79607	18225.76743	67181.89188	36966.13707	69973.8898	135673.4797	14270.77789	76127.32958	57200.25569
3477	4475.642993	18535.81854	11166.58884	136489.4387	28575.83551	16492.22975	41463.62596	86435.39714	16757.29711	886032.6666	301864.4431	458596.4207	5278.035665	3202.237866	1694.224287	1643.266341	5455.173403	3517.813881	4908.378013	16158.44615	987.4231861
3478	214377.0146	10986.9042	89806.19654	466011.802	14754.73644	209594.2662	78687.10609	334262.1199	48595.91938	889809.5779	179006.2452	547232.5501	56164.42326	24833.18817	835.334463	58912.98616	86205.64109	129864.4493	42449.89839	114208.7639	127585.1241
3479	0	0	0	2512.832036	1880.308204	1322.822637	3495.981308	1655.682097	0	11644.87761	2500.495172	1682.543189	2219.589555	1257.603973	0	2278.792809	1502.177911	965.7333215	1915.405611	3664.359242	674.2317209
3480	55118.267	4149.560577	12506.9155	5482.044672	23504.333	7528.470564	24772.99178	8205.513281	24810.64613	64223.88349	25409.13994	34269.96792	9804.959129	7967.192193	15133.55733	8217.663912	33653.21774	4181.619215	22298.56395	30883.62126	3290.542308
3481	7787.284652	935.4071813	10188.06607	9597.639927	776.8049034	701.7580494	1280.549556	4938.839297	3449.250249	56651.93252	4881.988311	9989.848664	1664.98872	0	888.6208602	709.3042352	858.3303596	666.8078094	675.5004359	7713.167459	1017.233238
3482	5896.602076	10339.84926	7221.797381	209365.895	27538.47887	310944.9254	106108.6671	300411.6905	83320.57282	198100.7091	22249.12169	285242.3778	16785.57225	28771.1785	34970.47975	18225.00317	165565.615	38791.83197	42128.36264	113147.6128	33755.07006
3483	474000.3919	709258.1498	165883.7463	696651.5852	224393.7772	675880.8992	133853.2123	147856.8141	58444.59666	557949.6649	64413.83023	469875.6406	375166.3066	707771.1771	162486.7475	451946.3208	151292.5591	615967.6957	405490.1635	319315.1234	509494.1773
3484	1880496.92	4492558.744	1200626.313	872538.3901	967666.4085	865627.9252	863107.164	740651.1978	1792544.022	1492457.2	1482809.629	1322653.658	4305188.229	3439516.994	4004403.706	867663.0355	1081560.284	307823.5296	854199.188	1843195.946	537402.0548
3485	39092.66953	63036.37616	70824.20892	4090859.211	406012.5071	1791826.423	689244.5048	6082793.892	158330.2879	5417978.913	2379902.505	3881825.289	349245.9191	84036.0582	61225.34303	249765.7109	146789.4092	689683.7577	36476.97269	102958.2643	284894.1312
3486	0	0	0	0	481.8824145	0	0	0	0	3803.682748	852.5947426	0	594.4053744	298.0208541	0	0	0	356.8172484	0	0	819.5316529
3487	2412.87119	13032.97152	19286.9277	53121.07135	3018.273347	8221.991993	17785.70409	52280.69031	8879.905468	79291.36363	536541.5992	24925.7553	11943.77063	7927.361194	0	2966.9803	1249.341301	3829.773691	1104.845564	0	0
3488	42470.66866	44521.88518	10376.84343	54399.951	4354.148547	16481.96058	2765.41445	14716.49064	45549.69224	161685.2158	33412.67491	26622.51463	4697.914897	3046.26767	8835.279297	1849.151233	3531.755345	1046.02673	3389.138136	53009.56227	1442.016802
3489	945.1428089	2250.939833	953.5583312	517.6910271	0	0	0	0	964.1890671	1453.501145	0	2527.50809	0	0	689.9040344	0	409.3211875	0	0	0	0
3490	124540.126	195240.5022	88179.61503	29245.54242	48051.56379	37011.63158	59384.07167	23172.09723	131037.2644	88037.49477	3968.048638	14650.36794	26223.92032	13291.69154	327673.6409	9117.031332	8759.524504	5784.400465	32095.67465	126472.2377	19166.76049
3491	4593.608022	36614.99384	4078.709227	336028.8281	20565.30126	117313.5662	75369.76758	276085.2299	6776.886542	478891.8736	86720.25327	373472.5541	75400.22915	71394.76477	2225.025147	123315.9569	66377.80408	121059.2504	6132.434278	16284.83971	31316.87616
3492	93369.6195	95412.60928	50801.50835	82516.65358	45333.04379	18990.10799	24940.52743	20774.70932	61831.3778	159705.8875	19531.33176	68561.78337	32112.46363	26732.56076	80885.87587	7849.137977	39757.84792	22135.66404	11955.47469	38413.60782	17407.06826
3493	93369.6195	43743.58723	50801.50835	82516.65358	34563.76431	33805.02702	17009.36615	7143.819372	95900.27608	159705.8875	11578.88618	68561.78337	32112.46363	33890.24778	80885.87587	7849.137977	9063.230089	22135.66404	27079.4615	41640.81871	17407.06826
3494	74268.41624	16096.03597	13674.63641	826.0858216	0	918.488479	3656.618316	3160.668319	2875.514594	0	3375.629469	7817.501106	10254.93242	0	0	1050.940474	8977.688895	946.3374073	4485.651748	9489.674458	0
3495	0	0	0	0	0	0	0	519.7773831	0	0	0	0	0	0	0	0	0	0	0	0	0
3496	0	1333.828145	0	92693.88703	0	23303.05041	3666.264106	89348.21604	0	269787.2065	41554.9015	226735.3857	31142.61789	41205.03854	0	14529.93109	42525.20001	161020.4449	0	0	14371.60019
3497	0	9423.500534	20600.51856	8832.231557	1636.341596	4451.804444	4168.672036	1845.398682	6282.645194	16887.38036	4292.132288	4423.587485	3617.002188	2053.842867	38459.33771	1509.437146	1419.50501	845.8401429	2619.400315	7020.016777	1210.323104
3498	0	0	0	0	0	0	0	0	0	0	1009.458638	0	0	0	0	0	0	0	1338.40453	0	0
3499	0	0	2056.53805	0	0	0	0	0	0	0	0	0	1104.648089	1040.563049	0	0	0	0	0	0	739.2159997
3500	13670.98376	68685.38756	27616.82449	15579.84684	31813.24026	35481.74086	39415.26112	18936.20493	17098.02577	88092.75394	12710.063	14261.63289	14159.76673	41083.78554	51378.03553	35234.04291	11026.63689	9094.237986	31739.99917	32279.15295	12881.87507
3501	0	2076.934815	0	40319.67184	11664.81168	22259.84213	26957.36726	14253.5485	6640.109722	150399.9923	41773.86962	37747.45424	5710.771216	3024.470814	1395.888974	2162.733387	8095.197866	13286.59309	2021.640192	37323.74824	11032.08077
3502	19178.88766	38875.4482	20670.98188	11029.31371	3286.14591	30895.58957	4010.671574	4337.339387	8663.418072	9354.113818	1710.661172	7080.561969	6973.976185	4030.208641	11961.36883	11813.71424	5888.068368	2357.946496	15455.61109	16382.95061	9480.337627
3503	12562.27205	137461.3954	14863.9698	73052.14749	22941.27463	37177.29019	32428.23581	437533.6485	12772.52601	38173.75219	42728.62734	26324.21447	10153.94777	73775.61258	12540.36327	168728.0961	7669.113886	15348.1823	18174.10869	14553.18078	21073.64027
3504	12810.39707	153912.3735	2558.563263	56181.33802	10626.33003	39784.06301	33433.33246	249512.8084	6234.514632	13815.68109	26632.37307	19713.14165	2740.763793	54068.87716	8793.902417	134079.7022	12086.967	5454.051511	9871.558162	9786.150489	7335.789176
3505	123547.9486	226698.9164	50895.59679	143882.3886	115243.593	185489.0965	91577.3125	91747.30795	196163.7609	264250.1113	44968.19184	105899.8228	147558.0696	106311.6008	281866.7552	61587.04891	59215.98496	32262.97558	180293.9151	124632.0911	56545.6655
3506	687723.8819	367199.0085	376046.1751	397724.1465	747937.9369	474982.1463	1332837.904	203120.1084	2046627.781	344123.4551	284147.5463	284595.0359	639487.8696	70980.30645	726990.9438	167534.8984	504649.0206	243656.7815	152194.8573	2081607.708	255472.1888
3507	219532.7912	608831.983	320816.3011	1124029.806	263492.1132	541303.7622	603125.7531	176366.9747	57515.88107	942275.8693	984565.3015	2005280.381	464566.9491	113142.0355	3857266.08	257530.6297	203578.3881	155797.4899	334975.9455	357132.7185	119710.0567
3508	46853.81225	6930.561131	379031.2655	1000.233729	44017.02805	1694.776675	0	0	10140.59197	0	0	0	4781.493427	0	236007.851	4637.024789	2224.949841	1264.457432	0	0	0
